title,roaster,origin,score,price,review_date,aroma,acidity,body,flavor,aftertaste,full_review,url
Kenya Embu Gicherori PB Washed,Coffeebox Coffee,"Embu Country, Kenya",93,NT $390/227 grams,February 2025,9,9,8,9,8,"Blind Assessment: Bright, sweetly tart. Cocoa nib, pie cherry, bay leaf, tangerine, pink peppercorn in aroma and cup. Juicy, sweet-tart acidity; crisp, satiny mouthfeel. Resonant finish centered around cocoa nib and pink peppercorn notes. Notes: Produced by smallholding members of the Kibugu Farmer's Cooperative Society, from trees of the SL28, Batian and Ruiru 11 varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). CoffeeBox Coffee founders Godfrey and Coco focus on small-batch coffee roasting with the goal of making the joy of premium coffee accessible to everyone. Visit shop.coffeebox.tw for more information. Bottom Line: A high-toned Kenya with prominent notes of cocoa nib, sweetly herbaceous and citrusy. Explore Similar Coffees: Click here for more reviews from Coffeebox Coffee",https://www.coffeereview.com/review/kenya-embu-gicherori-pb-washed/
LATEST REVIEWS,Backroads Coffee and Tea,N/A,84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/415/
Panama Renaissance Series Flora Geisha Washed,Coffeebox Coffee,"Boquete growing region, western Panama",94,NT $800/227 grams,February 2025,9,9,8,9,9,"Blind Assessment: Floral-toned, sweetly herbaceous. Narcissus, rosemary, cocoa nib, amber, honey in aroma and cup. Bright, balanced acidity; Delicate, silky-smooth mouthfeel. Very long, resonant, flavor-laden finish. Notes: Produced by smallholding farmers, entirely of the Geisha variety of Arabica, and processed by the washed method (fruit skin and pulp removed before drying). CoffeeBox Coffee founders Godfrey and Coco focus on small-batch coffee roasting with the goal of making the joy of premium coffee accessible to everyone. Visit shop.coffeebox.tw for more information. Bottom Line: A pretty Panama Geisha with distinct floral and sweet-savory herb notes with a cocoa nib throughline. Explore Similar Coffees: Click here for more reviews from Coffeebox Coffee",https://www.coffeereview.com/review/panama-renaissance-series-flora-geisha-washed/
Guatemala Santa Ana Dilla Alghe Washed,PT's Coffee Roasting Co.,"Santa Rosa Department, Guatemala",93,$30.00/12 ounces,February 2025,9,8,9,9,8,"Blind Assessment: Richly sweet, deep-toned. Caramel apple, baking chocolate, pink grapefruit, almond, cedar in aroma and cup. Briskly sweet acidity; lightly syruoy, vibrant mouthfeel. Finish consolidates to notes of baking chocolate and almond with cedar undertones. Notes: Produced by Nando Diaz of Finca Santa Rosa, entirely of the Dilla Alghe variety of Arabica, and processed by the washed method (fruit skin and pulp removed before drying). Roasted at PT’s Coffee, where the motto is “Without the love, it’s just coffee.” Visit www.ptscoffee.com or call 888-678-JAVA for more information. Bottom Line: A lovely washed Guatemala cup with an especially vibrant body and a throughline of caramel apple and crisp baking chocolate. Explore Similar Coffees: Click here for more reviews from PT's Coffee Roasting Co.",https://www.coffeereview.com/review/guatemala-santa-ana-dilla-alghe-washed/
Forty-Six,Counter Culture Coffee,Guatemala; Ethiopia,93,$19.50/12 ounces,February 2025,9,8,9,9,8,"Blind Assessment: Richly chocolaty, floral-toned. Dark chocolate, gardenia, hazelnut, tangerine zest, mesquite in aroma and cup. Sweet, round, gentle acidity; plush, very syrupy mouthfeel. Crisply chocolaty finish with undertones of gardenia and tangerine zest. Notes: A blend of coffees from Guatemala (washed) and Ethiopia (both washed and natural). Certified USDA Organic and Kosher. Counter Culture was founded as a roastery in North Carolina in 1995 and has since expanded to 12 training centers across the U.S. Visit www.counterculturecoffee.com for more information. Bottom Line: As Counter Culture’s darkest roast (medium in terms of our Agtron ranges), this boldly chocolaty and deep-toned blend works well in cappuccino (or other milk formats) or brewed as a pourover and served black. Explore Similar Coffees: Click here for more reviews from Counter Culture Coffee",https://www.coffeereview.com/review/forty-six/
Sumatra,Peet's Coffee & Tea,"Sumatra, Indonesia",87,$19.95/16 ounces,February 2025,7,7,8,8,7,"Blind Assessment: Rich-toned, earthy-sweet. Fresh humus, cocoa powder, gently scorched sandalwood, gardenia, graphite in aroma and cup. Gentle, almost imperceptible acidity; dry vermouth-like mouthfeel. Earthy sweet finish with hints of cocoa powder underneath. Notes: Produced by smallholding farmers and processed by the traditional Indonesian wet-hulled method. Peet’s Coffee, founded by Alfred Peet in 1966, is now owned by JAB Holding Company. Visit www.peets.com for more information. Bottom Line: A clearly identifiable Sumatra, through and through, with an earthy-sweet throughline, bracing crispness, and smoky aromatic wood. Explore Similar Coffees: Click here for more reviews from Peet's Coffee & Tea",https://www.coffeereview.com/review/sumatra-17/
LATEST REVIEWS,Taster's Coffee,N/A,94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/4/
LATEST REVIEWS,Heady Cup,N/A,97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/
Santafé Colombia,Counter Culture Coffee,"Santafé, Nariño Department, Colombia",91,$23.00/12 ounces,February 2025,8,8,9,9,7,"Blind Assessment: Bright, sweetly tart. Pomegranate, lemon verbena, cocoa nib, freesia, cedar in aroma and cup. Briskly sweet-tart acidity; plush, creamy mouthfeel. Gently drying cocoa-toned finish supported by notes of lemon verbena and cedar. Notes: Produced by smallholding farmers of the Santafé community, from trees of the Caturra, Castillo and Colombia varieties of Arabica, and  processed by the traditional washed method (fruit skin and pulp removed before drying). Certified USDA Organic and Kosher. Counter Culture was founded as a roastery in North Carolina in 1995 and has since expanded to 13 training centers across the U.S. Visit www.counterculturecoffee.com for more information. Bottom Line: A friendly, straightforward Colombia cup with leading notes of tart fruit and cocoa nib — pleasingly, gently bright. Explore Similar Coffees: Click here for more reviews from Counter Culture Coffee",https://www.coffeereview.com/review/santafe-colombia/
Colombia Arbey Narvaez,Victrola Coffee Roasters,"Nariño Department, Colombia",93,$21.00/12 ounces,February 2025,9,8,9,9,8,"Blind Assessment: Chocolaty, berry-driven. Dark chocolate, mulberry, agave syrup, tangerine, amber in aroma and cup. Gently brisk acidity; full, syrupy-smooth mouthfeel. Crisply chocolaty finish with undertones of mulberry. Notes: Produced by Arbey Narvaez of Finca El Limon, entirely of the Colombia variety of Arabica, and processed by the honey method, in which some of the fruit flesh is left on the beans during the drying process. Victrola Coffee Roasters, founded in Seattle in 2000 and named after the popular home phonograph of the 1920s, has seven cafes (one that includes a roastery) throughout the city. Visit www.victrolacoffee.com for more information. Bottom Line: A fruit-forward, natural processed Colombia with distinct berry and chocolate notes throughout the profile. Explore Similar Coffees: Click here for more reviews from Victrola Coffee Roasters",https://www.coffeereview.com/review/colombia-arbey-narvaez/
Ethiopia Kirite,Intelligentsia Coffee,"Guji Zone, southern Ethiopia",89,$31.00/12 ounces,February 2025,8,8,8,8,7,"Blind Assessment: Tart-leaning, citrusy. Meyer lemon, pie cherry, baking chocolate, cashew, sassafras in aroma and cup. Tart, citrusy acidity; crisp, velvety mouthfeel. Gently drying, citrus finish with undertones of sweet pine bark. Notes: Produced by smallholding farmers, from trees of local landrace varieties of Arabica long grown in the region, and processed by the washed method (fruit skin and pulp removed before drying). Intelligentsia Coffee, founded in Chicago 1995 by ​​Doug Zell and Emily Mange, is now owned by Peet’s/JAB Holding Company. Intelligentsia has training centers in Austin, Boston, Chicago, Los Angeles and New York. Visit www.intelligentsia.com for more information. Bottom Line: A very light-roasted, quite citrusy washed Ethiopia complicated by notes of creamy cashew and baking chocolate. Explore Similar Coffees: Click here for more reviews from Intelligentsia Coffee",https://www.coffeereview.com/review/ethiopia-kirite/
Guatemala La Minita La Flor Peaberry Washed,Coffeebox Coffee,"Antigua Department, Guatemala",91,NT $320/227 grams,February 2025,8,8,8,9,8,"Blind Assessment: Sweet-toned, richly nutty. Candied walnut, baking chocolate, orange zest, sugarcane, tea rose in aroma and cup. Gentle, round acidity; lightly satiny mouthfeel. Nut-toned finish with undertones of orange zest and baking chocolate. Notes: Produced by Hacienda La Minita (a Costa Rican Farm with an additional property in Guatemala), entirely of the Caturra peaberry variety of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Coffeebox Coffee founders Godfrey and Coco focus on small-batch coffee roasting with the goal of making the joy of premium coffee accessible to everyone. Visit shop.coffeebox.tw for more information Bottom Line: A floral, sweetly nutty Guatemala, crisply chocolaty with an intriguing tea rose throughline. Explore Similar Coffees: Click here for more reviews from Coffeebox Coffee",https://www.coffeereview.com/review/guatemala-la-minita-la-flor-peaberry-washed/
Costa Rica Tarrazu,Jaunt Coffee Roasters,"Tarrazu, Costa Rica",93,$22.00/12 ounces,February 2025,9,8,9,9,8,"Blind Assessment: Sweet, richly spice-toned. Cinnamon, clove, baking chocolate, fig bar, amber in aroma and cup. Briskly sweet acidity; plush, syrupy mouthfeel. Finish consolidates to notes of baking chocolate and cinnamon. Notes: Produced by Luis Eduardo Campos of Cordillera del Fuego, from trees of the Caturra and Catuai varieties of Arabica, and processed by the anaerobic natural method (fermented in an oxygen-free environment, then dried in the whole fruit). Jaunt Coffee Roasters is a San Diego-based roaster and café with an extensive coffee and food menu. Visit www.jauntcoffee.com for more information. Bottom Line: Aromatically reminiscent of Mexican chocolate with cinnamon, this anaerobic Costa Rica is like walking into a bakery in winter — the profile is richly chocolaty and warming. Explore Similar Coffees: Click here for more reviews from Jaunt Coffee Roasters",https://www.coffeereview.com/review/costa-rica-tarrazu-5/
Kenya,Whole Foods Market,Kenya,92,$14.99/12 ounces,February 2025,9,8,8,9,8,"Blind Assessment: Richly sweet-savory. Red currant, baking chocolate, pink grapefruit zest, freesia, hint of amber in aroma and cup. Sweet-toned, malic (apple-like) acidity; silky-smooth mouthfeel. Harmonious, integrated finish. Notes: No origin information provided except “Kenya.” Roasted for Whole Foods Market, Inc., owned by Amazon, in the company’s Denver, Colorado roasting facility (formerly branded as Allegro Coffee Roasters). Whole Foods is an American multinational supermarket chain based in Austin, Texas. Visit www.wholefoodsmarket.com for more information. Bottom Line: A complex, deep-toned Kenya cup with classic currant and cocoa nib notes front and center. Explore Similar Coffees: Click here for more reviews from Whole Foods Market",https://www.coffeereview.com/review/kenya-11/
